heat_con,layout,location,neighborhood,type_layout,area,building,decoration,direction,heat,name,price,subway,url,visiting,zone,zoneinfo
集中供暖,暂无数据,古城,石景山,房屋户型：4房间2卫  ,64平米  ,金融街长安中心  ,,东 北,,地铁一号线 古城站 金融街长安中心大复式,14000,,https://bj.lianjia.com/zufang/101102776808.html,,古城租房/低楼层(共31层)/2017年建塔楼,4房间2卫  
集中供暖,整租,世纪城,海淀,房屋户型：1室1厅1卫  整租,67平米  ,时雨园  ,,东南,,时雨园正规一居室，稳定长租，居家适宜,8500,,https://bj.lianjia.com/zufang/101102772854.html,,世纪城租房/高楼层(共19层)/2005年建塔楼,1室1厅  
集中供暖,暂无数据,燕顺路国道,燕郊,房屋户型：2室1厅1卫  ,88平米  ,港中旅·海泉湾  ,,南,,港中旅·海泉湾 2室1厅 1800元,1800,,https://lf.lianjia.com/zufang/101102774052.html,,燕顺路国道租房/高楼层(共34层)/板塔结合,2室1厅  
暂无数据,暂无数据,燕顺路国道,燕郊,房屋户型：2室1厅1卫  ,75平米  ,汇福悦榕湾  ,,南,,汇福悦榕湾 2室1厅 2000元,2000,,https://lf.lianjia.com/zufang/101102805975.html,,燕顺路国道租房/高楼层(共34层)/板楼,2室1厅  
集中供暖,整租,梨园,通州,房屋户型：2室1厅1卫  整租,91平米  ,映翠居  ,,南 北,,映翠居小区正规两居室，南北户型，采光好，生活便利,4800,,https://bj.lianjia.com/zufang/101102806036.html,,梨园租房/中楼层(共6层)/2003年建板楼,2室1厅  
集中供暖,整租,双井,朝阳,房屋户型：3室1厅2卫  整租,138平米  ,乐成国际  ,精装修,东南,集中供暖,东三环双井 高档社区 东南三居 装修好随时入住,22000,近地铁,https://bj.lianjia.com/zufang/101102806361.html,随时看房,双井租房/高楼层(共12层)/2006年建板楼,3室1厅  
集中供暖,暂无数据,天洋城,燕郊,房屋户型：2室1厅1卫  ,82平米  ,天洋城  ,,东南,,天洋城精装修两居室拎包入住，随时看房,1600,,https://lf.lianjia.com/zufang/101102800296.html,,天洋城租房/高楼层(共33层)/2009年建板塔结合,2室1厅  
集中供暖,整租,草桥,丰台,房屋户型：4室1厅2卫  整租,196平米  ,玺萌公馆  ,精装修,南 北,集中供暖,玺萌公馆南北通透精装4居，拎包入住,20000,近地铁,https://bj.lianjia.com/zufang/101102800535.html,随时看房,草桥租房/中楼层(共6层)/2008年建板楼,4室1厅  
集中供暖,暂无数据,天洋城,燕郊,房屋户型：2室1厅1卫  ,54平米  ,北欧小镇  ,,北,,北欧小镇   两居室   板楼  中间楼层,1600,,https://lf.lianjia.com/zufang/101102413243.html,,天洋城租房/中楼层(共12层)/2004年建板楼,2室1厅  
自供暖,暂无数据,燕顺路国道,燕郊,房屋户型：5室2厅2卫  ,185平米  ,东方夏威夷  ,,南 北,,东方夏威夷联排别墅，精装修，可直接拎包入住,20000,,https://lf.lianjia.com/zufang/101102405146.html,,燕顺路国道租房/低楼层(共3层)/2005年建暂无数据,5室2厅  
集中供暖,整租,福成四期,燕郊,房屋户型：1室1厅1卫  整租,79平米  ,福泽御园  ,,南,,福泽御园北区南向一居室 中等楼层 采光没问题,1400,,https://lf.lianjia.com/zufang/101102398647.html,,福成四期租房/中楼层(共26层)/2007年建板塔结合,1室1厅  
集中供暖,整租,定慧寺,海淀,房屋户型：2室1厅1卫  整租,50平米  ,北京印象  ,,南 北,,定慧桥北 商品房小区 简装复式 诚意出租,9300,,https://bj.lianjia.com/zufang/101102399762.html,,定慧寺租房/低楼层(共11层)/2003年建板塔结合,2室1厅  
自供暖,整租,潞苑,通州,房屋户型：6室2厅2卫  整租,178平米  ,枫露皇苑  ,,南 北,,枫露皇苑+独栋别墅+空房有装修+随时入住,13000,,https://bj.lianjia.com/zufang/101102400486.html,,潞苑租房/低楼层(共2层)/2000年建暂无数据,6室2厅  
集中供暖,暂无数据,福成五期公交总站,燕郊,房屋户型：3室1厅1卫  ,82平米  ,天子庄园五期  ,,南,,天子庄园五期南向小三居精装出租,1300,,https://lf.lianjia.com/zufang/101102401148.html,,福成五期公交总站租房/中楼层(共9层)/2014年建板塔结合,3室1厅  
集中供暖,整租,金融街,西城,房屋户型：3室1厅1卫  整租,214平米  ,丽华苑  ,,南 北,,丽华苑 3室1厅 33000元,33000,,https://bj.lianjia.com/zufang/101102603303.html,,金融街租房/低楼层(共6层)/1998年建板楼,3室1厅  
集中供暖,暂无数据,福成五期公交总站,燕郊,房屋户型：2室1厅1卫  ,68平米  ,福城上上城六期  ,,西南,,六期优质两居，拎包入住.........,1700,,https://lf.lianjia.com/zufang/101102603520.html,,福成五期公交总站租房/低楼层(共28层)/2013年建板楼,2室1厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：2室1厅1卫  ,85平米  ,首尔甜城一期  ,,南 北,,首尔甜城一期 2室1厅 1700元,1700,,https://lf.lianjia.com/zufang/101102603704.html,,首尔甜城租房/高楼层(共33层)/2014年建塔楼,2室1厅  
集中供暖,整租,和平里,朝阳,房屋户型：2室1厅1卫  整租,58平米  ,小黄庄前街四条  ,,南,,小黄庄前街四条2居室,7730,,https://bj.lianjia.com/zufang/BJ0004808242.html,,和平里租房/低楼层(共6层)/1985年建板楼,2室1厅  
集中供暖,整租,公主坟,海淀,房屋户型：1室1厅1卫  整租,49平米  ,国海广场  ,,西,,国海广场精装一居公寓式住宅距离地铁近,6000,,https://bj.lianjia.com/zufang/101102604541.html,,公主坟租房/低楼层(共27层)/2008年建塔楼,1室1厅  
集中供暖,整租,公主坟,海淀,房屋户型：1室1厅1卫  整租,79平米  ,国海广场  ,,东,,国海广场精装一居公寓式住宅距离地铁近,9000,,https://bj.lianjia.com/zufang/101102604559.html,,公主坟租房/低楼层(共27层)/2008年建塔楼,1室1厅  
集中供暖,整租,天通苑,昌平,房屋户型：3室1厅2卫  整租,140平米  ,天通苑中苑  ,,南 北,,天通中苑 毛坯大三居 带电梯适合做仓库,6500,,https://bj.lianjia.com/zufang/101102604645.html,,天通苑租房/中楼层(共7层)/2008年建板楼,3室1厅  
集中供暖,暂无数据,福成四期,燕郊,房屋户型：1室1厅1卫  ,51平米  ,福泽御园  ,,南,,福成四期南向一居室 精装修 采光好,1300,,https://lf.lianjia.com/zufang/101102605502.html,,福成四期租房/中楼层(共23层)/2007年建板塔结合,1室1厅  
集中供暖,暂无数据,天洋城4代,燕郊,房屋户型：2室1厅1卫  ,91平米  ,天洋城4代北区  ,,南,,天洋城4代 纯南向两居 采光视野好,1400,,https://lf.lianjia.com/zufang/101102605913.html,,天洋城4代租房/高楼层(共34层)/2014年建板塔结合,2室1厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：2室1厅1卫  ,85平米  ,首尔甜城二期  ,,南 北,,首尔甜城二期 2室1厅 1800元,1800,,https://lf.lianjia.com/zufang/101102620096.html,,首尔甜城租房/低楼层(共29层)/2016年建板楼,2室1厅  
集中供暖,整租,方庄,丰台,房屋户型：3室2厅2卫  整租,178平米  ,紫芳园二区香园  ,,南 北,,紫芳园二区 精装三改二 家电齐全 看房方便,19000,,https://bj.lianjia.com/zufang/101102620283.html,,方庄租房/低楼层(共11层)/2005年建板楼,3室2厅  
集中供暖,暂无数据,天洋城4代,燕郊,房屋户型：2室1厅1卫  ,91平米  ,天洋城4代北区  ,,南,,天洋城4代北区 2室1厅 1600元,1600,,https://lf.lianjia.com/zufang/101102620835.html,,天洋城4代租房/高楼层(共32层)/2014年建板塔结合,2室1厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：3室1厅1卫  ,98平米  ,首尔甜城一期  ,,南 北,,首尔甜城一期 3室1厅 2200元,2200,,https://lf.lianjia.com/zufang/101102621016.html,,首尔甜城租房/低楼层(共29层)/2014年建塔楼,3室1厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：1室1厅1卫  ,51平米  ,首尔甜城MOBO公寓  ,,北,,首尔甜城MOBO公寓 1室1厅 1500元,1500,,https://lf.lianjia.com/zufang/101102621037.html,,首尔甜城租房/中楼层(共26层)/2013年建塔楼,1室1厅  
集中供暖,暂无数据,燕顺路西,燕郊,房屋户型：2室1厅1卫  ,87平米  ,星河185  ,,东南,,星河185 2室1厅 1600元,1600,,https://lf.lianjia.com/zufang/101102621213.html,,燕顺路西租房/低楼层(共23层)/2011年建塔楼,2室1厅  
暂无数据,整租,北七家,昌平,房屋户型：9室5厅9卫  整租,544平米  ,麦卡伦地  ,,东 南 西 北,,精装修独栋别墅，家具家电齐全，可直接入住！,40000,,https://bj.lianjia.com/zufang/101102621308.html,,北七家租房/低楼层(共2层)/暂无数据,9室5厅  
集中供暖,整租,太阳宫,朝阳,房屋户型：4室2厅2卫  整租,211平米  ,水星园  ,,东南 北,,太阳星城水星园大四居 温馨居家不临街 配套多元化,30000,,https://bj.lianjia.com/zufang/101102621350.html,,太阳宫租房/中楼层(共14层)/2006年建板楼,4室2厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：2室1厅1卫  ,86平米  ,首尔甜城一期  ,,南,,首尔甜城一期 2室1厅 1700元,1700,,https://lf.lianjia.com/zufang/101102621399.html,,首尔甜城租房/高楼层(共33层)/2014年建塔楼,2室1厅  
集中供暖,暂无数据,福成五期公交总站,燕郊,房屋户型：2室1厅1卫  ,90平米  ,忆江南  ,,东南,,忆江南 2室1厅 1600元,1600,,https://lf.lianjia.com/zufang/101102609326.html,,福成五期公交总站租房/高楼层(共18层)/2011年建板塔结合,2室1厅  
集中供暖,暂无数据,燕顺路国道,燕郊,房屋户型：2室1厅1卫  ,80平米  ,潮白人家  ,,南 北,,潮白人家 2室1厅 2300元,2300,,https://lf.lianjia.com/zufang/101102609533.html,,燕顺路国道租房/高楼层(共18层)/2011年建板楼,2室1厅  
集中供暖,暂无数据,燕顺路国道,燕郊,房屋户型：2室1厅1卫  ,89平米  ,港中旅·海泉湾  ,,南,,港中旅·海泉湾 2室1厅 1800元,1800,,https://lf.lianjia.com/zufang/101102610258.html,,燕顺路国道租房/中楼层(共26层)/板塔结合,2室1厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：2室1厅1卫  ,82平米  ,首尔甜城一期  ,,南 北,,首尔甜城一期 2室1厅 1800元,1800,,https://lf.lianjia.com/zufang/101102610320.html,,首尔甜城租房/高楼层(共33层)/2014年建塔楼,2室1厅  
集中供暖,暂无数据,福成五期公交总站,燕郊,房屋户型：2室1厅1卫  ,73平米  ,福城上上城六期  ,,西南,,六期优质两居，拎包入住.........,1400,,https://lf.lianjia.com/zufang/101102610622.html,,福成五期公交总站租房/低楼层(共28层)/2013年建板楼,2室1厅  
自供暖,整租,奥林匹克公园,朝阳,房屋户型：5室3厅3卫  整租,173平米  ,天溪园  ,,南 北,,天溪园  五居室 下叠拼别墅 南北通透 带花园,41000,,https://bj.lianjia.com/zufang/101102611348.html,,奥林匹克公园租房/低楼层(共5层)/2006年建暂无数据,5室3厅  
集中供暖,整租,科技园区,丰台,房屋户型：3室2厅3卫  整租,178平米  ,中海九号公馆  ,,南 北,,中海九号公馆 3室2厅 22000元,22000,,https://bj.lianjia.com/zufang/101102611617.html,,科技园区租房/高楼层(共16层)/2012年建板楼,3室2厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：2室1厅1卫  ,86平米  ,首尔甜城一期  ,,南 北,,首尔甜城一期 2室1厅 1700元,1700,,https://lf.lianjia.com/zufang/101102622510.html,,首尔甜城租房/中楼层(共29层)/2014年建塔楼,2室1厅  
集中供暖,整租,滨河西区,门头沟,房屋户型：2室1厅1卫  整租,82平米  ,永兴小区  ,,南 北,,永兴小区 南北向大两居 拎包入住,3300,,https://bj.lianjia.com/zufang/101102622628.html,,滨河西区租房/高楼层(共6层)/1996年建板楼,2室1厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：2室2厅1卫  ,94平米  ,金桥嘉苑  ,,南 北,,金桥嘉苑精装修两居室 南北通透 815 819公交总站 地暖,2000,,https://lf.lianjia.com/zufang/101102622916.html,,首尔甜城租房/中楼层(共16层)/2012年建板楼,2室2厅  
集中供暖,暂无数据,天洋城4代,燕郊,房屋户型：1室1厅1卫  ,61平米  ,天洋城4代北区  ,,西,,天洋城4代北区 1室1厅 1300元,1300,,https://lf.lianjia.com/zufang/101102623694.html,,天洋城4代租房/中楼层(共33层)/2016年建板塔结合,1室1厅  
集中供暖,整租,科技园区,丰台,房屋户型：4室2厅3卫  整租,212平米  ,中海九号公馆  ,,南 北,,中海九号公馆精装修 地铁九号线 丰台科技园,25000,,https://bj.lianjia.com/zufang/101102623903.html,,科技园区租房/低楼层(共18层)/2012年建板楼,4室2厅  
集中供暖,整租,广渠门,东城,房屋户型：3室2厅3卫  整租,195平米  ,金桥国际  ,,东南,,东二环内 金桥国际酒店式公寓 195平东南大三居,27000,,https://bj.lianjia.com/zufang/101102624084.html,,广渠门租房/中楼层(共27层)/2004年建塔楼,3室2厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：2室1厅1卫  ,85平米  ,首尔甜城二期  ,,南 北,,首尔甜城二期 2室1厅 1600元,1600,,https://lf.lianjia.com/zufang/101102624296.html,,首尔甜城租房/高楼层(共29层)/2016年建板楼,2室1厅  
暂无数据,暂无数据,西四,西城,房屋户型：1室0厅0卫  ,11平米  ,赵登禹路  ,,西,,赵登禹路平房 带厨房可做饭出行方便,4500,,https://bj.lianjia.com/zufang/101102624317.html,,西四租房/低楼层(共1层)/2000年建暂无数据,1室0厅  
集中供暖,暂无数据,天洋城,燕郊,房屋户型：2室1厅1卫  ,72平米  ,天洋城  ,,东 西,,天洋城精装修2居室东西朝向全家具家电,1600,,https://lf.lianjia.com/zufang/101102601580.html,,天洋城租房/高楼层(共33层)/2009年建板塔结合,2室1厅  
集中供暖,整租,燕莎,朝阳,房屋户型：3房间1卫  整租,108平米  ,华远九都汇  ,,东,,燕莎女人街，华远可注册办公，出行便利,16500,,https://bj.lianjia.com/zufang/101102601709.html,,燕莎租房/低楼层(共7层)/2011年建板楼,3房间1卫  
集中供暖,暂无数据,燕顺路东,燕郊,房屋户型：2室1厅1卫  ,75平米  ,福城上上城三季  ,,南,,福城上上城三季 2室1厅 1400元,1400,,https://lf.lianjia.com/zufang/101102602015.html,,燕顺路东租房/中楼层(共18层)/2010年建板塔结合,2室1厅  
集中供暖,整租,广渠门,东城,房屋户型：2室1厅1卫  整租,98平米  ,保利蔷薇  ,,南 北,,南北通透，装修保养好，2008年封闭式小区，人车分流,10700,,https://bj.lianjia.com/zufang/101102602111.html,,广渠门租房/低楼层(共16层)/2007年建板塔结合,2室1厅  
集中供暖,暂无数据,燕顺路西,燕郊,房屋户型：2室1厅1卫  ,98平米  ,纳丹堡  ,,南 北,,纳丹堡 2室1厅 1600元,1600,,https://lf.lianjia.com/zufang/101102606006.html,,燕顺路西租房/低楼层(共33层)/2009年建板楼,2室1厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：1室1厅1卫  ,50平米  ,首尔甜城MOBO公寓  ,,北,,首尔甜城MOBO公寓 1室1厅 1300元,1300,,https://lf.lianjia.com/zufang/101102606195.html,,首尔甜城租房/高楼层(共26层)/2013年建塔楼,1室1厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：2室1厅1卫  ,89平米  ,金桥嘉苑  ,,南 北,,金桥嘉苑 2室1厅 1700元,1700,,https://lf.lianjia.com/zufang/101102607970.html,,首尔甜城租房/高楼层(共16层)/2012年建板楼,2室1厅  
集中供暖,暂无数据,燕顺路东,燕郊,房屋户型：2室1厅1卫  ,78平米  ,福城上上城三季  ,,南,,福城上上城三季 2室1厅 1300元,1300,,https://lf.lianjia.com/zufang/101102616493.html,,燕顺路东租房/中楼层(共23层)/2010年建板塔结合,2室1厅  
集中供暖,整租,建国门内,东城,房屋户型：2室2厅2卫  整租,159平米  ,贡院九号  ,,北,,贡院九号 2室2厅 27000元,27000,,https://bj.lianjia.com/zufang/101102616521.html,,建国门内租房/低楼层(共18层)/2000年建板塔结合,2室2厅  
集中供暖,整租,鲁谷,石景山,房屋户型：3室1厅2卫  整租,144平米  ,远洋山水  ,,南 北,,远洋山水南区 南北通透三居室 精装修 家电齐全,13000,,https://bj.lianjia.com/zufang/101102619400.html,,鲁谷租房/中楼层(共27层)/2006年建板塔结合,3室1厅  
集中供暖,整租,双井,朝阳,房屋户型：4室1厅2卫  整租,175平米  ,富力城A区  ,,南 北,,双井 国贸 富力城精装大四居南北通透 观花园 拎包入住,23000,,https://bj.lianjia.com/zufang/101102613737.html,,双井租房/中楼层(共28层)/2004年建板塔结合,4室1厅  
集中供暖,合租,角门,丰台,房屋户型：3室1厅1卫  合租,11平米  ,角门东里  ,,南,,角门东里3居室 01卧,2830,,https://bj.lianjia.com/zufang/BJ0005525904.html,,角门租房/低楼层(共19层)/1995年建塔楼,3室1厅  
集中供暖,合租,角门,丰台,房屋户型：3室1厅1卫  合租,8平米  ,角门东里  ,自如友家4.0木棉,西,集中供暖,角门东里3居室 02卧,2260,近地铁,https://bj.lianjia.com/zufang/BJ0005525905.html,随时看房,角门租房/低楼层(共19层)/1995年建塔楼,3室1厅  
自供暖,整租,望京,朝阳,房屋户型：1室1厅1卫  整租,81平米  ,国风北京二期  ,,南,,国风北京二期1居室,11060,,https://bj.lianjia.com/zufang/BJ0004897489.html,,望京租房/低楼层(共14层)/2005年建板楼,1室1厅  
集中供暖,合租,望京,朝阳,房屋户型：4室1厅1卫  合租,18平米  ,望京花园东区  ,自如友家4.0米苏,东,集中供暖,望京花园东区4居室 01卧,4630,近地铁,https://bj.lianjia.com/zufang/BJ0005497191.html,随时看房,望京租房/高楼层(共24层)/2000年建塔楼,4室1厅  
集中供暖,暂无数据,福成四期,燕郊,房屋户型：3室1厅1卫  ,128平米  ,燕园公寓  ,,南 北,,燕园公寓  板楼  南北通透   中间楼层,2300,,https://lf.lianjia.com/zufang/101101705563.html,,福成四期租房/中楼层(共6层)/2002年建板楼,3室1厅  
集中供暖,暂无数据,燕顺路国道,燕郊,房屋户型：3室1厅1卫  ,82平米  ,东方夏威夷南岸一期  ,,南 北,,夏威夷南岸 南北通透 家具家电全齐 随时看房,1800,,https://lf.lianjia.com/zufang/101101709590.html,,燕顺路国道租房/高楼层(共15层)/2010年建板楼,3室1厅  
集中供暖,整租,亦庄,亦庄开发区,房屋户型：3室1厅2卫  整租,157平米  ,新康家园  ,,南 北,,新康家园三居室南北通透家具家电都有拎包入住,9000,,https://bj.lianjia.com/zufang/101101751140.html,,亦庄租房/中楼层(共9层)/2003年建板楼,3室1厅  
自供暖,整租,田村,海淀,房屋户型：5室5厅3卫  整租,253平米  ,绿谷雅园  ,,南 北,,田村绿谷雅园五居室看房随时空中视野广三层储物空间,30000,,https://bj.lianjia.com/zufang/101101755311.html,,田村租房/高楼层(共5层)/2004年建板楼,5室5厅  
自供暖,整租,顺义其它,顺义,房屋户型：4室3厅3卫  整租,222平米  ,龙湖好望山  ,,南 北,,龙湖好望山精装好房业主诚心出租,13000,,https://bj.lianjia.com/zufang/101101773031.html,,顺义其它租房/中楼层(共4层)/2013年建暂无数据,4室3厅  
自供暖,整租,玉泉路,海淀,房屋户型：4室2厅2卫  整租,205平米  ,金隅山墅  ,,南 北,,精装叠拼 房主之前自住用 目前空置 看房方便,20000,,https://bj.lianjia.com/zufang/101101774488.html,,玉泉路租房/中楼层(共4层)/2008年建暂无数据,4室2厅  
集中供暖,暂无数据,燕顺路东,燕郊,房屋户型：2室1厅1卫  ,94平米  ,福城上上城三季  ,,北 西南,,福城上上城三季 2室1厅 1800元,1800,,https://lf.lianjia.com/zufang/101103011324.html,,燕顺路东租房/高楼层(共18层)/2011年建板塔结合,2室1厅  
集中供暖,暂无数据,燕顺路东,燕郊,房屋户型：3室1厅1卫  ,100平米  ,福城上上城三季  ,,南 北,,福城上上城三季 3室1厅 1800元,1800,,https://lf.lianjia.com/zufang/101103007635.html,,燕顺路东租房/低楼层(共24层)/2010年建板塔结合,3室1厅  
集中供暖,整租,奥林匹克公园,朝阳,房屋户型：2室1厅2卫  整租,118平米  ,林奥嘉园  ,,南,,奥森北门，南向大两居，空间大，够用，有家具家电,9500,,https://bj.lianjia.com/zufang/101103087077.html,,奥林匹克公园租房/低楼层(共27层)/2015年建板楼,2室1厅  
集中供暖,整租,健翔桥,朝阳,房屋户型：3室2厅2卫  整租,206平米  ,峻峰华亭  ,,东 西,,北四环精装修办公房子可注册，视野好 能看鸟巢水立方,30000,,https://bj.lianjia.com/zufang/101103108853.html,,健翔桥租房/高楼层(共11层)/2004年建塔楼,3室2厅  
自供暖,整租,西山,海淀,房屋户型：4室2厅3卫  整租,240平米  ,檀香山  ,,南 北,,四季青 接待 居家 联排边户别墅  精装修 私密 观西山,55000,,https://bj.lianjia.com/zufang/101103153907.html,,西山租房/低楼层(共3层)/2004年建暂无数据,4室2厅  
集中供暖,整租,门头沟其它,门头沟,房屋户型：3室1厅1卫  整租,89平米  ,梧桐苑栖凤园  ,,南,,梧桐苑精装二居 业主诚心 出租 小区环境好,4500,,https://bj.lianjia.com/zufang/101103165527.html,,门头沟其它租房/中楼层(共27层)/2013年建板楼,3室1厅  
集中供暖,整租,苹果园,石景山,房屋户型：2室1厅1卫  整租,70平米  ,模式口北里  ,,东 西,,模式口北里 2室1厅 4200元,4200,,https://bj.lianjia.com/zufang/101103148014.html,,苹果园租房/高楼层(共6层)/1997年建板楼,2室1厅  
暂无数据,暂无数据,首尔甜城,燕郊,房屋户型：3室1厅1卫  ,97平米  ,九里香堤  ,,南 北,,九里香堤 3室1厅 2500元,2500,,https://lf.lianjia.com/zufang/101103035130.html,,首尔甜城租房/中楼层(共9层)/暂无数据,3室1厅  
集中供暖,整租,惠新西街,朝阳,房屋户型：3室1厅1卫  整租,76平米  ,安苑东里三区  ,,东 南 北,,正规三居室，客厅带采光，南北通透户型方正。,9000,,https://bj.lianjia.com/zufang/101103085910.html,,惠新西街租房/中楼层(共6层)/1994年建板楼,3室1厅  
集中供暖,暂无数据,燕顺路东,燕郊,房屋户型：1室1厅1卫  ,59平米  ,福城上上城三季  ,,东南,,福城上上城三季 1室1厅 1200元,1200,,https://lf.lianjia.com/zufang/101103012959.html,,燕顺路东租房/高楼层(共28层)/2010年建板塔结合,1室1厅  
集中供暖,暂无数据,燕顺路东,燕郊,房屋户型：2室1厅1卫  ,90平米  ,金玉源  ,,南 北,,金玉源 2室1厅 1583元,1583,,https://lf.lianjia.com/zufang/101103033725.html,,燕顺路东租房/低楼层(共12层)/2007年建板楼,2室1厅  
集中供暖,暂无数据,门头沟其它,门头沟,房屋户型：3室1厅1卫  ,81平米  ,石泉砖厂A10区  ,,南 北,,石泉砖厂A10区 3室1厅 3000元,3000,,https://bj.lianjia.com/zufang/101103195540.html,,门头沟其它租房/高楼层(共6层)/2013年建板楼,3室1厅  
集中供暖,整租,门头沟其它,门头沟,房屋户型：3室1厅1卫  整租,89平米  ,梧桐苑知秋园  ,,南 北,,梧桐苑精装三居 业主诚心 出租 小区环境好,4500,,https://bj.lianjia.com/zufang/101102992640.html,,门头沟其它租房/中楼层(共24层)/2013年建板楼,3室1厅  
自供暖,暂无数据,燕顺路西,燕郊,房屋户型：2室1厅2卫  ,105平米  ,华堂高尔夫  ,,南 北,,华堂高尔夫 2室1厅 2200元,2200,,https://lf.lianjia.com/zufang/101103147669.html,,燕顺路西租房/中楼层(共13层)/2014年建塔楼,2室1厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：1室1厅1卫  ,64平米  ,天佑爱上岛  ,,南 北,,天佑爱上岛 1室1厅 1400元,1400,,https://lf.lianjia.com/zufang/101103112177.html,,首尔甜城租房/中楼层(共28层)/板楼,1室1厅  
集中供暖,暂无数据,大峪,门头沟,房屋户型：2室1厅1卫  ,75平米  ,大峪小白楼  ,,南 北,,大峪小白楼 2室1厅 3500元,3500,,https://bj.lianjia.com/zufang/101103205020.html,,大峪租房/低楼层(共27层)/2016年建板楼,2室1厅  
集中供暖,暂无数据,燕顺路东,燕郊,房屋户型：2室1厅1卫  ,98平米  ,嘉都  ,,南 北,,嘉都 2室1厅 800元,800,,https://lf.lianjia.com/zufang/101102809240.html,,燕顺路东租房/低楼层(共33层)/2017年建板楼,2室1厅  
集中供暖,暂无数据,鲁谷,石景山,房屋户型：3室1厅1卫  ,106平米  ,鲁谷74号院  ,,东北,,鲁谷74号院 3室1厅 7500元,7500,,https://bj.lianjia.com/zufang/101103153603.html,,鲁谷租房/低楼层(共18层)/2000年建塔楼,3室1厅  
集中供暖,暂无数据,燕顺路东,燕郊,房屋户型：2室1厅1卫  ,60平米  ,福城上上城三季  ,,南,,福城上上城三季 2室1厅 1300元,1300,,https://lf.lianjia.com/zufang/101103203962.html,,燕顺路东租房/高楼层(共28层)/2010年建板塔结合,2室1厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：2室1厅1卫  ,92平米  ,天佑爱上岛  ,,南,,天佑爱上岛 2室1厅 1800元,1800,,https://lf.lianjia.com/zufang/101103218309.html,,首尔甜城租房/高楼层(共32层)/板楼,2室1厅  
集中供暖,整租,武夷花园,通州,房屋户型：3室2厅2卫  整租,181平米  ,武夷花园牡丹园  ,,南 北,,武夷花园牡丹园 3室2厅 7600元,7600,,https://bj.lianjia.com/zufang/101103200448.html,,武夷花园租房/高楼层(共6层)/2001年建板楼,3室2厅  
集中供暖,整租,太阳宫,朝阳,房屋户型：3室2厅2卫  整租,191平米  ,新纪家园  ,精装修,南 北,集中供暖,新纪家园 3室2厅 18000元,18000,近地铁,https://bj.lianjia.com/zufang/101102969158.html,随时看房,太阳宫租房/高楼层(共6层)/2002年建板楼,3室2厅  
集中供暖,整租,亚运村小营,朝阳,房屋户型：1室0厅1卫  整租,51平米  ,风格派  ,,南,,亚运村小营风格派精装开间 南向采光好 温馨舒适,6500,,https://bj.lianjia.com/zufang/101103186880.html,,亚运村小营租房/低楼层(共19层)/2007年建板塔结合,1室0厅  
集中供暖,暂无数据,燕顺路国道,燕郊,房屋户型：2室2厅1卫  ,88平米  ,福城上上城二季  ,,南 北,,福城上上城二季 2室1厅 1800元,1800,,https://lf.lianjia.com/zufang/101103226294.html,,燕顺路国道租房/中楼层(共32层)/2009年建板塔结合,2室1厅  
集中供暖,整租,门头沟其它,门头沟,房屋户型：3室1厅1卫  整租,89平米  ,梧桐苑知秋园  ,,南 北,,梧桐苑精装三居 业主诚心 出租 小区环境好南北通透,4900,,https://bj.lianjia.com/zufang/101103211241.html,,门头沟其它租房/中楼层(共24层)/2013年建板楼,3室1厅  
集中供暖,整租,枣园,大兴,房屋户型：3室1厅1卫  整租,75平米  ,滨河西里  ,,东 西,,滨河西里 3室1厅 4300元,4300,,https://bj.lianjia.com/zufang/101103153149.html,,枣园租房/低楼层(共6层)/1993年建板楼,3室1厅  
集中供暖,整租,西直门,海淀,房屋户型：3室1厅1卫  整租,103平米  ,铁道科学研究院  ,,南 北,,铁道科学研究院 3室1厅 17000元,17000,,https://bj.lianjia.com/zufang/101103062576.html,,西直门租房/中楼层(共15层)/2009年建板楼,3室1厅  
集中供暖,整租,皂君庙,海淀,房屋户型：1室1厅1卫  整租,41平米  ,农科院  ,,南,,农科院精装一居 看房方便 拎包入住,7500,,https://bj.lianjia.com/zufang/101103184825.html,,皂君庙租房/中楼层(共5层)/1992年建板楼,1室1厅  
自供暖,整租,回龙观,昌平,房屋户型：3室1厅2卫  整租,126平米  ,矩阵三期  ,精装修,南 北,自供暖,矩阵三期 3室1厅 9200元,9200,近地铁,https://bj.lianjia.com/zufang/101103108338.html,随时看房,回龙观租房/高楼层(共11层)/2007年建板楼,3室1厅  
